Date,Gold,Nifty
2016-06-02,1209.800048828125,8218.9501953125
2016-06-03,1240.0999755859375,8220.7998046875
2016-06-06,1244.5999755859375,8201.0498046875
2016-06-07,1244.4000244140625,8266.4501953125
2016-06-08,1259.800048828125,8273.0498046875
2016-06-09,1270.199951171875,8203.599609375
2016-06-10,1273.4000244140625,8170.0498046875
2016-06-13,1284.4000244140625,8110.60009765625
2016-06-14,1285.5999755859375,8108.85009765625
2016-06-15,1285.800048828125,8206.599609375
2016-06-16,1296.0999755859375,8140.75
2016-06-17,1292.5,8170.2001953125
2016-06-20,1290.0,8238.5
2016-06-21,1270.5,8219.900390625
2016-06-22,1268.0,8203.7001953125
2016-06-23,1261.199951171875,8270.4501953125
2016-06-24,1320.0,8088.60009765625
2016-06-27,1322.5,8094.7001953125
2016-06-28,1315.300048828125,8127.85009765625
2016-06-29,1323.9000244140625,8204.0
2016-06-30,1318.4000244140625,8287.75
2016-07-01,1336.699951171875,8328.349609375
2016-07-04,1336.699951171875,8370.7001953125
2016-07-05,1356.4000244140625,8335.9501953125
2016-07-06,1364.9000244140625,8335.9501953125
2016-07-07,1360.0999755859375,8337.900390625
2016-07-08,1356.5999755859375,8323.2001953125
2016-07-11,1355.0,8467.900390625
2016-07-12,1334.0999755859375,8521.0498046875
2016-07-13,1342.4000244140625,8519.5
2016-07-14,1331.300048828125,8565.0
2016-07-15,1326.5,8541.400390625
2016-07-18,1328.4000244140625,8508.7001953125
2016-07-19,1331.5,8528.5498046875
2016-07-20,1318.800048828125,8565.849609375
2016-07-21,1330.5,8510.099609375
2016-07-22,1323.0999755859375,8541.2001953125
2016-07-25,1319.300048828125,8635.650390625
2016-07-26,1320.699951171875,8590.650390625
2016-07-27,1326.5999755859375,8615.7998046875
2016-07-28,1332.300048828125,8666.2998046875
2016-07-29,1349.0,8638.5
2016-08-01,1351.4000244140625,8636.5498046875
2016-08-02,1364.4000244140625,8622.900390625
2016-08-03,1356.0999755859375,8544.849609375
2016-08-04,1358.800048828125,8551.099609375
2016-08-05,1336.4000244140625,8683.150390625
2016-08-08,1333.4000244140625,8711.349609375
2016-08-09,1339.0,8678.25
2016-08-10,1344.300048828125,8575.2998046875
2016-08-11,1342.5,8592.150390625
2016-08-12,1335.800048828125,8592.150390625
2016-08-15,1340.300048828125,8592.150390625
2016-08-16,1350.5,8642.5498046875
2016-08-17,1342.699951171875,8624.0498046875
2016-08-18,1351.199951171875,8673.25
2016-08-19,1340.4000244140625,8666.900390625
2016-08-22,1337.699951171875,8629.150390625
2016-08-23,1340.5999755859375,8632.599609375
2016-08-24,1324.4000244140625,8650.2998046875
2016-08-25,1320.0999755859375,8592.2001953125
2016-08-26,1321.5,8572.5498046875
2016-08-29,1322.9000244140625,8607.4501953125
2016-08-30,1311.699951171875,8744.349609375
2016-08-31,1306.9000244140625,8786.2001953125
2016-09-01,1312.199951171875,8774.650390625
2016-09-02,1322.0999755859375,8809.650390625
2016-09-06,1349.4000244140625,8943.0
2016-09-07,1344.300048828125,8917.9501953125
2016-09-08,1336.800048828125,8952.5
2016-09-09,1330.0999755859375,8866.7001953125
2016-09-12,1321.0,8715.599609375
2016-09-13,1319.0,8715.599609375
2016-09-14,1321.5,8726.599609375
2016-09-15,1313.5,8742.5498046875
2016-09-16,1305.800048828125,8779.849609375
2016-09-19,1313.5,8808.400390625
2016-09-20,1313.699951171875,8775.900390625
2016-09-21,1326.9000244140625,8777.150390625
2016-09-22,1340.4000244140625,8867.4501953125
2016-09-23,1337.199951171875,8831.5498046875
2016-09-26,1339.699951171875,8723.0498046875
2016-09-27,1325.9000244140625,8706.400390625
2016-09-28,1319.4000244140625,8745.150390625
2016-09-29,1321.699951171875,8591.25
2016-09-30,1313.300048828125,8611.150390625
2016-10-03,1309.0,8738.099609375
2016-10-04,1266.300048828125,8769.150390625
2016-10-05,1265.199951171875,8743.9501953125
2016-10-06,1249.800048828125,8709.5498046875
2016-10-07,1248.9000244140625,8697.599609375
2016-10-10,1248.9000244140625,8708.7998046875
2016-10-11,1253.0,8708.7998046875
2016-10-12,1251.0999755859375,8708.7998046875
2016-10-13,1255.0,8573.349609375
2016-10-14,1253.0999755859375,8583.400390625
2016-10-17,1254.4000244140625,8520.400390625
2016-10-18,1260.800048828125,8677.900390625
2016-10-19,1267.9000244140625,8659.099609375
2016-10-20,1265.5999755859375,8699.400390625
2016-10-21,1265.9000244140625,8693.0498046875
2016-10-24,1262.0,8708.9501953125
2016-10-25,1271.9000244140625,8691.2998046875
2016-10-26,1264.800048828125,8615.25
2016-10-27,1267.9000244140625,8615.25
2016-10-28,1275.5,8638.0
2016-10-31,1271.5,8638.0
2016-11-01,1286.4000244140625,8626.25
2016-11-02,1306.800048828125,8514.0
2016-11-03,1302.0999755859375,8484.9501953125
2016-11-04,1303.300048828125,8433.75
2016-11-07,1278.300048828125,8497.0498046875
2016-11-08,1273.4000244140625,8543.5498046875
2016-11-09,1272.5999755859375,8432.0
2016-11-10,1265.5,8525.75
2016-11-11,1265.5,8296.2998046875
2016-11-14,1221.199951171875,8296.2998046875
2016-11-15,1224.0,8108.4501953125
2016-11-16,1223.4000244140625,8111.60009765625
2016-11-17,1216.5,8079.9501953125
2016-11-18,1208.5,8074.10009765625
2016-11-21,1209.5999755859375,7929.10009765625
2016-11-22,1211.0,8002.2998046875
2016-11-23,1189.0999755859375,8033.2998046875
2016-11-24,1189.0999755859375,7965.5
2016-11-25,1178.199951171875,8114.2998046875
2016-11-28,1190.5999755859375,8126.89990234375
2016-11-29,1187.9000244140625,8142.14990234375
2016-11-30,1170.800048828125,8224.5
2016-12-01,1166.9000244140625,8192.900390625
2016-12-02,1175.0999755859375,8086.7998046875
2016-12-05,1174.0,8128.75
2016-12-06,1167.5999755859375,8143.14990234375
2016-12-07,1175.0,8102.0498046875
2016-12-08,1169.800048828125,8246.849609375
2016-12-09,1159.4000244140625,8261.75
2016-12-12,1163.5,8170.7998046875
2016-12-13,1156.699951171875,8221.7998046875
2016-12-14,1161.300048828125,8182.4501953125
2016-12-15,1127.800048828125,8153.60009765625
2016-12-16,1135.300048828125,8139.4501953125
2016-12-19,1140.5,8104.35009765625
2016-12-20,1131.5,8082.39990234375
2016-12-21,1131.0999755859375,8061.2998046875
2016-12-22,1128.800048828125,7979.10009765625
2016-12-23,1131.9000244140625,7985.75
2016-12-26,1131.9000244140625,7908.25
2016-12-27,1137.300048828125,8032.85009765625
2016-12-28,1139.4000244140625,8034.85009765625
2016-12-29,1156.4000244140625,8103.60009765625
2016-12-30,1150.0,8185.7998046875
2017-01-02,1150.0,8179.5
2017-01-03,1160.4000244140625,8192.25
2017-01-04,1163.800048828125,8190.5
2017-01-05,1179.699951171875,8273.7998046875
2017-01-06,1171.9000244140625,8243.7998046875
2017-01-09,1183.5,8236.0498046875
2017-01-10,1184.199951171875,8288.599609375
2017-01-11,1195.5999755859375,8380.650390625
2017-01-12,1198.9000244140625,8407.2001953125
2017-01-13,1195.300048828125,8400.349609375
2017-01-16,1195.300048828125,8412.7998046875
2017-01-17,1212.0,8398.0
2017-01-18,1211.300048828125,8417.0
2017-01-19,1200.9000244140625,8435.099609375
2017-01-20,1204.300048828125,8349.349609375
2017-01-23,1215.0,8391.5
2017-01-24,1210.300048828125,8475.7998046875
2017-01-25,1197.300048828125,8602.75
2017-01-26,1189.5,8602.75
2017-01-27,1188.0999755859375,8641.25
2017-01-30,1193.199951171875,8632.75
2017-01-31,1208.5999755859375,8561.2998046875
2017-02-01,1205.5999755859375,8716.400390625
2017-02-02,1216.699951171875,8734.25
2017-02-03,1218.5,8740.9501953125
2017-02-06,1230.0,8801.0498046875
2017-02-07,1234.199951171875,8768.2998046875
2017-02-08,1237.5999755859375,8769.0498046875
2017-02-09,1235.0999755859375,8778.400390625
2017-02-10,1234.4000244140625,8793.5498046875
2017-02-13,1224.4000244140625,8805.0498046875
2017-02-14,1223.9000244140625,8792.2998046875
2017-02-15,1231.699951171875,8724.7001953125
2017-02-16,1240.0,8778.0
2017-02-17,1237.5999755859375,8821.7001953125
2017-02-20,1237.5999755859375,8879.2001953125
2017-02-21,1237.5,8907.849609375
2017-02-22,1232.0,8926.900390625
2017-02-23,1250.199951171875,8939.5
2017-02-24,1256.9000244140625,8939.5
2017-02-27,1257.4000244140625,8896.7001953125
2017-02-28,1252.5999755859375,8879.599609375
2017-03-01,1248.9000244140625,8945.7998046875
2017-03-02,1231.9000244140625,8899.75
2017-03-03,1225.5,8897.5498046875
2017-03-06,1224.5,8963.4501953125
2017-03-07,1215.0999755859375,8946.900390625
2017-03-08,1208.5,8924.2998046875
2017-03-09,1202.4000244140625,8927.0
2017-03-10,1200.699951171875,8934.5498046875
2017-03-13,1202.4000244140625,8934.5498046875
2017-03-14,1201.9000244140625,9087.0
2017-03-15,1200.0999755859375,9084.7998046875
2017-03-16,1226.5,9153.7001953125
2017-03-17,1229.800048828125,9160.0498046875
2017-03-20,1233.5999755859375,9126.849609375
2017-03-21,1246.0999755859375,9121.5
2017-03-22,1249.300048828125,9030.4501953125
2017-03-23,1246.9000244140625,9086.2998046875
2017-03-24,1248.199951171875,9108.0
2017-03-27,1255.4000244140625,9045.2001953125
2017-03-28,1255.300048828125,9100.7998046875
2017-03-29,1253.4000244140625,9143.7998046875
2017-03-30,1245.0,9173.75
2017-03-31,1247.300048828125,9173.75
2017-04-03,1250.800048828125,9237.849609375
2017-04-04,1255.0,9237.849609375
2017-04-05,1245.4000244140625,9265.150390625
2017-04-06,1250.300048828125,9261.9501953125
2017-04-07,1254.300048828125,9198.2998046875
2017-04-10,1251.0999755859375,9181.4501953125
2017-04-11,1271.199951171875,9237.0
2017-04-12,1275.300048828125,9203.4501953125
2017-04-13,1285.9000244140625,9150.7998046875
2017-04-17,1289.4000244140625,9139.2998046875
2017-04-18,1291.699951171875,9105.150390625
2017-04-19,1281.4000244140625,9103.5
2017-04-20,1281.9000244140625,9136.400390625
2017-04-21,1287.4000244140625,9119.400390625
2017-04-24,1275.800048828125,9217.9501953125
2017-04-25,1265.5999755859375,9306.599609375
2017-04-26,1262.0999755859375,9351.849609375
2017-04-27,1263.699951171875,9342.150390625
2017-04-28,1266.0999755859375,9304.0498046875
2017-05-01,1253.300048828125,9304.0498046875
2017-05-02,1255.0999755859375,9313.7998046875
2017-05-03,1246.4000244140625,9311.9501953125
2017-05-04,1226.5,9359.900390625
2017-05-05,1224.800048828125,9285.2998046875
2017-05-08,1225.300048828125,9314.0498046875
2017-05-09,1214.300048828125,9316.849609375
2017-05-10,1217.300048828125,9407.2998046875
2017-05-11,1222.699951171875,9422.400390625
2017-05-12,1226.199951171875,9400.900390625
2017-05-15,1228.5999755859375,9445.400390625
2017-05-16,1235.0,9512.25
2017-05-17,1257.5,9525.75
2017-05-18,1251.699951171875,9429.4501953125
2017-05-19,1252.699951171875,9427.900390625
2017-05-22,1260.699951171875,9438.25
2017-05-23,1254.800048828125,9386.150390625
2017-05-24,1252.4000244140625,9360.5498046875
2017-05-25,1255.800048828125,9509.75
2017-05-26,1267.5999755859375,9595.099609375
2017-05-29,1267.5999755859375,9604.900390625
2017-05-30,1262.0999755859375,9624.5498046875
2017-05-31,1272.0,9621.25
2017-06-01,1267.0,9616.099609375
2017-06-02,1276.800048828125,9653.5
2017-06-05,1279.300048828125,9675.099609375
2017-06-06,1294.4000244140625,9637.150390625
2017-06-07,1290.0999755859375,9663.900390625
2017-06-08,1276.300048828125,9647.25
2017-06-09,1268.5,9668.25
2017-06-12,1266.0999755859375,9616.400390625
2017-06-13,1265.800048828125,9606.900390625
2017-06-14,1272.800048828125,9618.150390625
2017-06-15,1252.199951171875,9578.0498046875
2017-06-16,1254.0,9588.0498046875
2017-06-19,1244.199951171875,9657.5498046875
2017-06-20,1241.0,9653.5
2017-06-21,1243.4000244140625,9633.599609375
2017-06-22,1247.5999755859375,9630.0
2017-06-23,1256.199951171875,9574.9501953125
2017-06-26,1246.300048828125,9574.9501953125
2017-06-27,1246.4000244140625,9511.400390625
2017-06-28,1248.0,9491.25
2017-06-29,1244.199951171875,9504.099609375
2017-06-30,1240.699951171875,9520.900390625
2017-07-03,1217.9000244140625,9615.0
2017-07-04,1217.9000244140625,9613.2998046875
2017-07-05,1220.4000244140625,9637.599609375
2017-07-06,1222.199951171875,9674.5498046875
2017-07-07,1208.5999755859375,9665.7998046875
2017-07-10,1212.0999755859375,9771.0498046875
2017-07-11,1213.5999755859375,9786.0498046875
2017-07-12,1218.0999755859375,9816.099609375
2017-07-13,1216.300048828125,9891.7001953125
2017-07-14,1226.5999755859375,9886.349609375
2017-07-17,1232.800048828125,9915.9501953125
2017-07-18,1241.0999755859375,9827.150390625
2017-07-19,1241.199951171875,9899.599609375
2017-07-20,1244.800048828125,9873.2998046875
2017-07-21,1254.300048828125,9915.25
2017-07-24,1253.9000244140625,9966.400390625
2017-07-25,1251.699951171875,9964.5498046875
2017-07-26,1249.0,10020.650390625
2017-07-27,1259.5999755859375,10020.5498046875
2017-07-28,1268.4000244140625,10014.5
2017-07-31,1266.5999755859375,10077.099609375
2017-08-01,1272.5999755859375,10114.650390625
2017-08-02,1271.800048828125,10081.5
2017-08-03,1267.800048828125,10013.650390625
2017-08-04,1258.300048828125,10066.400390625
2017-08-07,1258.199951171875,10057.400390625
2017-08-08,1256.4000244140625,9978.5498046875
2017-08-09,1273.0,9908.0498046875
2017-08-10,1283.699951171875,9820.25
2017-08-11,1287.699951171875,9710.7998046875
2017-08-14,1284.199951171875,9794.150390625
2017-08-15,1273.699951171875,9794.150390625
2017-08-16,1276.9000244140625,9897.2998046875
2017-08-17,1286.4000244140625,9904.150390625
2017-08-18,1285.699951171875,9837.400390625
2017-08-21,1290.800048828125,9754.349609375
2017-08-22,1285.0999755859375,9765.5498046875
2017-08-23,1288.9000244140625,9852.5
2017-08-24,1286.5,9857.0498046875
2017-08-25,1292.5,9857.0498046875
2017-08-28,1309.699951171875,9912.7998046875
2017-08-29,1313.0999755859375,9796.0498046875
2017-08-30,1308.0999755859375,9884.400390625
2017-08-31,1316.199951171875,9917.900390625
2017-09-01,1324.5,9974.400390625
2017-09-04,1324.5,9912.849609375
2017-09-05,1339.199951171875,9952.2001953125
2017-09-06,1333.9000244140625,9916.2001953125
2017-09-07,1345.0999755859375,9929.900390625
2017-09-08,1346.0,9934.7998046875
2017-09-11,1331.0,10006.0498046875
2017-09-12,1328.0,10093.0498046875
2017-09-13,1323.4000244140625,10079.2998046875
2017-09-14,1324.699951171875,10086.599609375
2017-09-15,1320.4000244140625,10085.400390625
2017-09-18,1306.300048828125,10153.099609375
2017-09-19,1306.199951171875,10147.5498046875
2017-09-20,1312.0,10141.150390625
2017-09-21,1290.5999755859375,10121.900390625
2017-09-22,1293.300048828125,9964.400390625
2017-09-25,1306.800048828125,9872.599609375
2017-09-26,1297.0,9871.5
2017-09-27,1283.4000244140625,9735.75
2017-09-28,1285.5,9768.9501953125
2017-09-29,1281.5,9788.599609375
2017-10-02,1272.699951171875,9788.599609375
2017-10-03,1271.5,9859.5
2017-10-04,1273.699951171875,9914.900390625
2017-10-05,1269.9000244140625,9888.7001953125
2017-10-06,1271.5999755859375,9979.7001953125
2017-10-09,1281.800048828125,9988.75
2017-10-10,1290.5999755859375,10016.9501953125
2017-10-11,1285.800048828125,9984.7998046875
2017-10-12,1293.300048828125,10096.400390625
2017-10-13,1301.5,10167.4501953125
2017-10-16,1299.9000244140625,10230.849609375
2017-10-17,1283.0,10234.4501953125
2017-10-18,1279.9000244140625,10210.849609375
2017-10-19,1286.9000244140625,10146.5498046875
2017-10-20,1277.4000244140625,10146.5498046875
2017-10-23,1277.699951171875,10184.849609375
2017-10-24,1275.0,10207.7001953125
2017-10-25,1275.4000244140625,10295.349609375
2017-10-26,1266.300048828125,10343.7998046875
2017-10-27,1268.5,10323.0498046875
2017-10-30,1274.0999755859375,10363.650390625
2017-10-31,1267.0,10335.2998046875
2017-11-01,1274.0999755859375,10440.5
2017-11-02,1274.9000244140625,10423.7998046875
2017-11-03,1266.5,10452.5
2017-11-06,1279.4000244140625,10451.7998046875
2017-11-07,1273.699951171875,10350.150390625
2017-11-08,1281.5999755859375,10303.150390625
2017-11-09,1285.5999755859375,10308.9501953125
2017-11-10,1272.4000244140625,10321.75
2017-11-13,1277.300048828125,10224.9501953125
2017-11-14,1281.5,10186.599609375
2017-11-15,1276.5,10118.0498046875
2017-11-16,1277.4000244140625,10214.75
2017-11-17,1295.800048828125,10283.599609375
2017-11-20,1274.5999755859375,10298.75
2017-11-21,1281.0999755859375,10326.900390625
2017-11-22,1291.5999755859375,10342.2998046875
2017-11-23,1291.5999755859375,10348.75
2017-11-24,1286.699951171875,10389.7001953125
2017-11-27,1293.800048828125,10399.5498046875
2017-11-28,1294.699951171875,10370.25
2017-11-29,1282.0999755859375,10361.2998046875
2017-11-30,1273.199951171875,10226.5498046875
2017-12-01,1278.800048828125,10121.7998046875
2017-12-04,1274.300048828125,10127.75
2017-12-05,1261.5999755859375,10118.25
2017-12-06,1262.800048828125,10044.099609375
2017-12-07,1249.800048828125,10166.7001953125
2017-12-08,1245.199951171875,10265.650390625
2017-12-11,1243.699951171875,10322.25
2017-12-12,1238.5,10240.150390625
2017-12-13,1245.4000244140625,10192.9501953125
2017-12-14,1253.800048828125,10252.099609375
2017-12-15,1254.300048828125,10333.25
2017-12-18,1262.199951171875,10388.75
2017-12-19,1260.699951171875,10463.2001953125
2017-12-20,1266.0999755859375,10444.2001953125
2017-12-21,1267.300048828125,10440.2998046875
2017-12-22,1275.4000244140625,10493.0
2017-12-26,1284.0999755859375,10531.5
2017-12-27,1287.0,10490.75
